ID,Date_NY,Time_NY,Duration_sec,CurrentJob,CarrerSwitch,SaleryRange_USDperYear,WorkField,FavLanguage,SalerySat,WLBalanceSat,CoworkerSat,ManagementSat,UpwardMobSat,DevelopmentSat,EntryDifficulty,JobImportance,Sex,Age,HomeContry,Education,Ethnicity,WeekDay,SaleryMean_USDperYear
62a34ab15d257a28a30d9589,10-06-2022,09:44:00,267.0,Data Scientist,True,150k-225k,Finance,Python,7.0,5.0,3.0,6.0,4.0,4.0,Difficult,Good Work/Life Balance,Male,21,Portugal,Masters,White or Caucasian,Friday,187500.0
62a34abc0f8c8599d5af31c5,10-06-2022,09:44:00,120.0,Data Analyst,True,66k-85k,Other,Other,5.0,8.0,8.0,7.0,6.0,7.0,Very Easy,Remote Work,Female,39,United States,Bachelors,Asian or Asian American,Friday,75500.0
62a34b07cec54911e9ca6b6e,10-06-2022,09:45:00,79.0,Student/Looking/None,False,0-40k,Other,Python,0.0,0.0,0.0,0.0,0.0,5.0,Neither easy nor difficult,Better Salary,Male,25,Turkey,Bachelors,White or Caucasian,Friday,20000.0
62a34b0eb4da29969c6302ce,10-06-2022,09:45:00,156.0,Analytics,True,86k-105k,Finance,Other,7.0,9.0,10.0,6.0,4.0,4.0,Neither easy nor difficult,Other,Female,42,United States,Masters,Hispanic or Latino,Friday,95500.0
62a34b1b0f8c8599d5af328b,10-06-2022,09:46:00,48.0,Data Analyst,False,41k-65k,Tech,R,10.0,8.0,9.0,10.0,10.0,10.0,Easy,Better Salary,Male,25,United States,Bachelors,White or Caucasian,Friday,53000.0
62a34b5b5d257a28a30d96a6,10-06-2022,09:47:00,80.0,Data Scientist,False,86k-105k,Finance,Python,8.0,7.0,6.0,6.0,5.0,9.0,Neither easy nor difficult,Better Salary,Male,22,United States,Bachelors,White or Caucasian,Friday,95500.0
62a34b99cec54911e9ca6e14,10-06-2022,09:48:00,156.0,Data Engineer,True,41k-65k,Other,JavaScript,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Good Culture,Male,25,Egypt,High School,Other,Friday,53000.0
62a34bb0f3072dd892624210,10-06-2022,09:48:00,65.0,Data Engineer,True,66k-85k,Other,Python,5.0,7.0,7.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,45,Canada,Masters,White or Caucasian,Friday,75500.0
62a34bd0cf2555431730208b,10-06-2022,09:49:00,89.0,Data Analyst,True,66k-85k,Healthcare,Other,7.0,3.0,8.0,6.0,8.0,8.0,Easy,Good Work/Life Balance,Male,24,United States,Bachelors,White or Caucasian,Friday,75500.0
62a34bd4f408bae018ed57bd,10-06-2022,09:49:00,237.0,Student/Looking/None,False,0-40k,Other,R,1.0,9.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,25,United States,Not Specified,Black or African American,Friday,20000.0
62a34c66b4da29969c6305af,10-06-2022,09:51:00,96.0,Data Analyst,True,66k-85k,Other,Python,9.0,8.0,9.0,9.0,8.0,8.0,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,White or Caucasian,Friday,75500.0
62a34d1ff8f756164585465c,10-06-2022,09:54:00,101.0,Data Analyst,False,41k-65k,Tech,R,4.0,7.0,8.0,8.0,5.0,7.0,Easy,Better Salary,Male,23,Canada,Bachelors,Asian or Asian American,Friday,53000.0
62a34d4118134ddc75ceb0ed,10-06-2022,09:55:00,97.0,Student/Looking/None,True,0-40k,Other,Python,1.0,1.0,1.0,0.0,0.0,3.0,Difficult,Remote Work,Female,42,United Kingdom,Masters,White or Caucasian,Friday,20000.0
62a34da0f408bae018ed5abd,10-06-2022,09:56:00,90.0,Other,True,41k-65k,Education,Other,0.0,0.0,2.0,0.0,0.0,0.0,Very Difficult,Good Work/Life Balance,Female,42,United States,Bachelors,Black or African American,Friday,53000.0
62a34dbb5d257a28a30d9a61,10-06-2022,09:57:00,86.0,Business Analyst,False,0-40k,Tech,Python,0.0,6.0,5.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Male,25,India,Masters,Asian or Asian American,Friday,20000.0
62a34e00f8f7561645854954,10-06-2022,09:58:00,144.0,Data Analyst,True,86k-105k,Tech,R,8.0,10.0,10.0,10.0,2.0,7.0,Easy,Remote Work,Male,38,United States,Masters,White or Caucasian,Friday,95500.0
62a34e082e54c9003e534118,10-06-2022,09:58:00,171.0,Business,False,0-40k,Tech,Python,5.0,6.0,6.0,6.0,6.0,4.0,Easy,Better Salary,Male,24,Costa Rica,Bachelors,Hispanic or Latino,Friday,20000.0
62a34eb7bc6861bf3176e6d8,10-06-2022,10:01:00,97.0,Data Analyst,True,66k-85k,Education,R,7.0,10.0,10.0,10.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,28,United States,Bachelors,White or Caucasian,Friday,75500.0
62a34f2af8f7561645854c1c,10-06-2022,10:03:00,66.0,Data Analyst,False,41k-65k,Healthcare,Python,1.0,2.0,8.0,7.0,0.0,0.0,Difficult,Better Salary,Male,21,United States,Bachelors,Asian or Asian American,Friday,53000.0
62a34f3bf408bae018ed5e42,10-06-2022,10:03:00,73.0,Data Analyst,True,106k-125k,Healthcare,R,10.0,10.0,10.0,10.0,10.0,10.0,Very Easy,Good Culture,Male,39,United States,Masters,White or Caucasian,Friday,115500.0
62a34fa418134ddc75ceb509,10-06-2022,10:05:00,209.0,Data Analyst,True,0-40k,Tech,Python,4.0,5.0,5.0,5.0,6.0,8.0,Difficult,Good Work/Life Balance,Male,23,Pakistan,Bachelors,Asian or Asian American,Friday,20000.0
62a34fbacec54911e9ca776f,10-06-2022,10:05:00,77.0,Data Analyst,False,0-40k,Other,R,1.0,6.0,4.0,3.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,23,Australia,Bachelors,White or Caucasian,Friday,20000.0
62a34fc3f3072dd892624a45,10-06-2022,10:05:00,123.0,Data Analyst,True,66k-85k,Other,R,8.0,9.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,30,United States,Masters,White or Caucasian,Friday,75500.0
62a34ff1f408bae018ed601d,10-06-2022,10:06:00,76.0,Data Analyst,False,41k-65k,Manufacturing,Python,2.0,6.0,2.0,3.0,2.0,2.0,Easy,Better Salary,Male,26,Ireland,Masters,White or Caucasian,Friday,53000.0
62a34ff4f3072dd892624b32,10-06-2022,10:06:00,138.0,Data Analyst,True,41k-65k,Healthcare,R,3.0,6.0,4.0,6.0,4.0,6.0,Neither easy nor difficult,Better Salary,Male,37,United States,Bachelors,White or Caucasian,Friday,53000.0
62a3505bd8c00e9f5419f8df,10-06-2022,10:08:00,82.0,Data Analyst,True,66k-85k,Healthcare,Python,3.0,5.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,31,United States,Bachelors,White or Caucasian,Friday,75500.0
62a350f7f3072dd892624d05,10-06-2022,10:11:00,123.0,Data Analyst,True,0-40k,Finance,C/C++,5.0,2.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Female,25,South Africa,Bachelors,Black or African American,Friday,20000.0
62a35130f3072dd892624d9f,10-06-2022,10:12:00,124.0,Data Analyst,True,0-40k,Healthcare,Python,2.0,6.0,6.0,5.0,4.0,5.0,Easy,Better Salary,Female,26,Poland,Bachelors,White or Caucasian,Friday,20000.0
62a351860a77c1a77f65e86b,10-06-2022,10:13:00,88.0,Data Analyst,True,66k-85k,Healthcare,Other,7.0,8.0,8.0,8.0,8.0,7.0,Very Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian,Friday,75500.0
62a3519b24a262602738514a,10-06-2022,10:13:00,99.0,Data Analyst,True,66k-85k,Tech,Python,9.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,39,United States,Bachelors,Black or African American,Friday,75500.0
62a35236b4da29969c631214,10-06-2022,10:16:00,53.0,Science,False,0-40k,Education,Python,1.0,1.0,1.0,0.0,0.0,2.0,Easy,Good Work/Life Balance,Female,28,India,Masters,Asian or Asian American,Friday,20000.0
62a352a32e54c9003e534981,10-06-2022,10:18:00,106.0,Data Analyst,True,66k-85k,Finance,Other,8.0,8.0,7.0,7.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,22,United States,Bachelors,Other,Friday,75500.0
62a352f00a77c1a77f65eae7,10-06-2022,10:19:00,165.0,Data Analyst,True,0-40k,Telecommunication,Python,3.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Good Culture,Male,28,Mozambique,Bachelors,Black or African American,Friday,20000.0
62a353372e54c9003e534a40,10-06-2022,10:20:00,104.0,Analytics,False,150k-225k,Tech,R,8.0,10.0,9.0,7.0,5.0,5.0,Neither easy nor difficult,Remote Work,Male,33,United States,Masters,White or Caucasian,Friday,187500.0
62a353565d257a28a30da59f,10-06-2022,10:21:00,311.0,Data Analyst,True,0-40k,Finance,Other,2.0,3.0,3.0,3.0,2.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,22,Egypt,Bachelors,Other,Friday,20000.0
62a353f07dc029e2d66c1783,10-06-2022,10:23:00,108.0,Student/Looking/None,False,0-40k,Tech,Python,3.0,5.0,5.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other,Friday,20000.0
62a3545e0f8c8599d5af474b,10-06-2022,10:25:00,222.0,Data Analyst,True,106k-125k,Other,Other,8.0,8.0,8.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,37,United States,Bachelors,Other,Friday,115500.0
62a35472cec54911e9ca82bc,10-06-2022,10:25:00,1367.0,Business Analyst,False,41k-65k,Other,R,3.0,4.0,5.0,5.0,4.0,3.0,Difficult,Better Salary,Male,24,United States,Masters,White or Caucasian,Friday,53000.0
62a354bdb4da29969c631700,10-06-2022,10:27:00,80.0,Data Analyst,False,41k-65k,Healthcare,R,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,Better Salary,Male,25,United Kingdom,Masters,Asian or Asian American,Friday,53000.0
62a354e9cf255543173031ed,10-06-2022,10:27:00,84.0,Data Engineer,False,86k-105k,Healthcare,R,8.0,10.0,8.0,8.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,28,United States,Masters,Black or African American,Friday,95500.0
62a35541f3072dd892625517,10-06-2022,10:29:00,127.0,Data Analyst,True,41k-65k,Other,Python,5.0,5.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,32,United Kingdom,Bachelors,White or Caucasian,Friday,53000.0
62a355445d257a28a30dab12,10-06-2022,10:29:00,94.0,Data Analyst,True,41k-65k,Other,Python,0.0,7.0,7.0,7.0,0.0,7.0,Easy,Good Culture,Male,29,United States,Bachelors,Asian or Asian American,Friday,53000.0
62a35631cf25554317303425,10-06-2022,10:33:00,170.0,Data Analyst,False,41k-65k,Healthcare,R,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,Other,Female,26,Australia,Masters,White or Caucasian,Friday,53000.0
62a357390a77c1a77f65f189,10-06-2022,10:37:00,181.0,Data Engineer,True,41k-65k,Tech,Python,0.0,7.0,5.0,0.0,0.0,7.0,Neither easy nor difficult,Remote Work,Male,37,Canada,Masters,White or Caucasian,Friday,53000.0
62a3578b0a77c1a77f65f279,10-06-2022,10:39:00,104.0,Data Analyst,False,41k-65k,Other,R,4.0,6.0,5.0,4.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian,Friday,53000.0
62a357d30f8c8599d5af4ea3,10-06-2022,10:40:00,96.0,Data Analyst,False,0-40k,Finance,Other,4.0,4.0,5.0,6.0,6.0,0.0,Difficult,Better Salary,Male,24,Israel,High School,White or Caucasian,Friday,20000.0
62a3582e575fa3a5ae88e506,10-06-2022,10:41:00,165.0,Business,False,125k-150k,Finance,Other,7.0,8.0,8.0,8.0,7.0,8.0,Easy,Better Salary,Male,52,United States,Bachelors,White or Caucasian,Friday,137500.0
62a35878575fa3a5ae88e5d5,10-06-2022,10:43:00,262.0,Data Analyst,True,41k-65k,Finance,Python,6.0,10.0,3.0,5.0,0.0,10.0,Difficult,Good Culture,Male,27,Singapore,Bachelors,Asian or Asian American,Friday,53000.0
62a35981bae91e4b8b8323dd,10-06-2022,10:47:00,67.0,Data Analyst,False,106k-125k,Healthcare,Other,6.0,6.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,White or Caucasian,Friday,115500.0
62a35a2c7dc029e2d66c2519,10-06-2022,10:50:00,99.0,Student/Looking/None,False,0-40k,Tech,Python,3.0,7.0,6.0,7.0,0.0,0.0,Difficult,Better Salary,Male,42,Brazil,Associates,White or Caucasian,Friday,20000.0
62a35aa2f8d5efcc22f8075d,10-06-2022,10:52:00,84.0,Data Analyst,True,41k-65k,Telecommunication,R,3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Other,Male,28,United States,Masters,White or Caucasian,Friday,53000.0
62a35ababae91e4b8b83269d,10-06-2022,10:52:00,159.0,Data Analyst,True,0-40k,Tech,Python,8.0,8.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,44,Costa Rica,Bachelors,Hispanic or Latino,Friday,20000.0
62a35ae0575fa3a5ae88ea98,10-06-2022,10:53:00,90.0,Data Engineer,True,0-40k,Tech,Python,5.0,5.0,6.0,5.0,6.0,7.0,Neither easy nor difficult,Remote Work,Male,23,Spain,Bachelors,White or Caucasian,Friday,20000.0
62a35ae87dc029e2d66c279b,10-06-2022,10:53:00,74.0,Data Analyst,False,41k-65k,Other,R,1.0,2.0,6.0,4.0,2.0,0.0,Easy,Better Salary,Male,27,United States,Bachelors,Hispanic or Latino,Friday,53000.0
62a35b13bc6861bf31770188,10-06-2022,10:54:00,65.0,Data Analyst,False,66k-85k,Construction,Python,3.0,3.0,3.0,2.0,2.0,1.0,Neither easy nor difficult,Good Culture,Male,26,United States,Masters,White or Caucasian,Friday,75500.0
62a35b72f408bae018ed76a8,10-06-2022,10:55:00,74.0,Data Analyst,True,86k-105k,Healthcare,Other,3.0,4.0,4.0,4.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Hispanic or Latino,Friday,95500.0
62a35b965d257a28a30db899,10-06-2022,10:56:00,105.0,Data Analyst,True,66k-85k,Retail,Python,0.0,0.0,7.0,1.0,0.0,9.0,Difficult,Better Salary,Male,33,Canada,Bachelors,Asian or Asian American,Friday,75500.0
62a35ba3f3072dd892626068,10-06-2022,10:56:00,104.0,Data Analyst,True,66k-85k,Other,Python,8.0,10.0,10.0,10.0,10.0,10.0,Easy,Better Salary,Male,28,United States,Bachelors,Hispanic or Latino,Friday,75500.0
62a35c890a77c1a77f65fdfa,10-06-2022,11:00:00,89.0,Data Analyst,True,0-40k,Tech,R,2.0,8.0,8.0,7.0,6.0,9.0,Neither easy nor difficult,Better Salary,Male,32,Kenya,Bachelors,Black or African American,Friday,20000.0
62a35d8f575fa3a5ae88efd6,10-06-2022,11:04:00,158.0,Student/Looking/None,True,41k-65k,Other,Python,2.0,4.0,6.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,34,Canada,Associates,Asian or Asian American,Friday,53000.0
62a35d95cf25554317304386,10-06-2022,11:04:00,64.0,Data Analyst,False,150k-225k,Tech,Python,10.0,10.0,10.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,28,United States,Bachelors,Asian or Asian American,Friday,187500.0
62a35e970a77c1a77f66035a,10-06-2022,11:09:00,111.0,Data Scientist,True,125k-150k,Telecommunication,Python,2.0,4.0,1.0,3.0,1.0,7.0,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other,Friday,137500.0
62a35eabf408bae018ed7cbc,10-06-2022,11:09:00,95.0,Data Engineer,True,41k-65k,Finance,Python,2.0,4.0,5.0,5.0,4.0,6.0,Difficult,Better Salary,Male,22,United States,Bachelors,White or Caucasian,Friday,53000.0
62a35f0d24a2626027386a8b,10-06-2022,11:11:00,63.0,Data Analyst,False,66k-85k,Healthcare,Python,3.0,3.0,4.0,1.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,29,United States,Masters,White or Caucasian,Friday,75500.0
62a35f825d257a28a30dc128,10-06-2022,11:13:00,137.0,Data Analyst,False,66k-85k,Healthcare,Python,8.0,10.0,10.0,8.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,United States,Masters,White or Caucasian,Friday,75500.0
62a35fa0f8f7561645856c35,10-06-2022,11:13:00,99.0,Data Analyst,False,66k-85k,Tech,Python,4.0,5.0,5.0,5.0,4.0,4.0,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian,Friday,75500.0
62a35fc1f8f7561645856c98,10-06-2022,11:14:00,53.0,Student/Looking/None,False,0-40k,Healthcare,Python,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,United States,Masters,Asian or Asian American,Friday,20000.0
62a3602318134ddc75ced6b9,10-06-2022,11:15:00,79.0,Data Analyst,False,86k-105k,Other,Other,4.0,5.0,3.0,4.0,2.0,3.0,Easy,Good Culture,Male,34,United States,Masters,White or Caucasian,Friday,95500.0
62a360b8f8f7561645856ec4,10-06-2022,11:18:00,76.0,Data Engineer,False,86k-105k,Tech,Python,5.0,3.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,23,United States,Bachelors,White or Caucasian,Friday,95500.0
62a360dbd8c00e9f541a16cf,10-06-2022,11:18:00,128.0,Student/Looking/None,False,41k-65k,Construction,Other,10.0,4.0,10.0,10.0,4.0,10.0,Neither easy nor difficult,Remote Work,Male,32,Belgium,Masters,White or Caucasian,Friday,53000.0
62a36146f8f7561645856ff7,10-06-2022,11:20:00,91.0,Data Analyst,True,0-40k,Healthcare,R,6.0,8.0,6.0,6.0,8.0,10.0,Easy,Remote Work,Male,29,Argentina,High School,Hispanic or Latino,Friday,20000.0
62a361af0f8c8599d5af6277,10-06-2022,11:22:00,99.0,Data Analyst,True,0-40k,Education,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,34,Nigeria,Bachelors,Black or African American,Friday,20000.0
62a361cc575fa3a5ae88f908,10-06-2022,11:22:00,55.0,Data Analyst,False,66k-85k,Finance,Python,7.0,5.0,5.0,7.0,9.0,10.0,Very Easy,Remote Work,Male,24,United Kingdom,Bachelors,White or Caucasian,Friday,75500.0
62a3620f0f8c8599d5af63a5,10-06-2022,11:23:00,139.0,Analytics,False,66k-85k,Tech,Python,0.0,10.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,30,United States,Bachelors,Other,Friday,75500.0
62a36251d8c00e9f541a199e,10-06-2022,11:25:00,119.0,Analytics,False,86k-105k,Other,Python,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,Better Salary,Male,24,United States,Masters,Hispanic or Latino,Friday,95500.0
62a36275bc6861bf31771183,10-06-2022,11:25:00,112.0,Data Analyst,True,41k-65k,Other,Python,6.0,8.0,10.0,9.0,7.0,9.0,Easy,Better Salary,Male,27,United States,Bachelors,Other,Friday,53000.0
62a3636c2e54c9003e536e6b,10-06-2022,11:29:00,210.0,Data Analyst,False,0-40k,Finance,Python,1.0,2.0,4.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,21,India,Bachelors,Asian or Asian American,Friday,20000.0
62a365d5d8c00e9f541a20cf,10-06-2022,11:40:00,158.0,Data Analyst,True,0-40k,Telecommunication,R,5.0,7.0,5.0,5.0,5.0,7.0,Difficult,Better Salary,Male,41,Egypt,Bachelors,White or Caucasian,Friday,20000.0
62a3670b575fa3a5ae890422,10-06-2022,11:45:00,127.0,Data Analyst,True,0-40k,Tech,Python,0.0,1.0,1.0,0.0,0.0,2.0,Difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American,Friday,20000.0
62a3676bb4da29969c633ac7,10-06-2022,11:46:00,239.0,Data Analyst,False,0-40k,Finance,Other,4.0,7.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Other,Male,24,Nigeria,Bachelors,Black or African American,Friday,20000.0
62a36794b4da29969c633b48,10-06-2022,11:47:00,121.0,Data Analyst,False,0-40k,Finance,Python,6.0,5.0,6.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,30,Somalia,Masters,Other,Friday,20000.0
62a367ed18134ddc75cee697,10-06-2022,11:49:00,160.0,Data Analyst,False,66k-85k,Other,Other,7.0,4.0,10.0,9.0,7.0,10.0,Difficult,Better Salary,Male,23,United States,Bachelors,Hispanic or Latino,Friday,75500.0
62a36802f8f7561645857e38,10-06-2022,11:49:00,94.0,Data Analyst,True,66k-85k,Tech,Python,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,33,United Kingdom,Masters,Asian or Asian American,Friday,75500.0
62a3684ebc6861bf31771f15,10-06-2022,11:50:00,48.0,Data Analyst,False,106k-125k,Finance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian,Friday,115500.0
62a3688df8f7561645857f7e,10-06-2022,11:51:00,57.0,Data Analyst,False,0-40k,Other,Python,5.0,5.0,5.0,5.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,27,Kosovo,Masters,White or Caucasian,Friday,20000.0
62a368ee2e54c9003e537e4a,10-06-2022,11:53:00,105.0,Data Analyst,True,0-40k,Finance,C/C++,5.0,10.0,10.0,8.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,30,United Kingdom,Bachelors,White or Caucasian,Friday,20000.0
62a36969f8f756164585821d,10-06-2022,11:55:00,223.0,Analytics,True,0-40k,Healthcare,Python,10.0,2.0,8.0,5.0,0.0,6.0,Easy,Better Salary,Male,25,India,Masters,Other,Friday,20000.0
62a3697ff408bae018ed948b,10-06-2022,11:55:00,88.0,Data Analyst,False,86k-105k,Telecommunication,Other,7.0,7.0,5.0,7.0,7.0,7.0,Easy,Remote Work,Male,40,United States,High School,Hispanic or Latino,Friday,95500.0
62a36ac6cf255543173063d8,10-06-2022,12:01:00,179.0,Data Analyst,False,41k-65k,Other,Other,6.0,10.0,8.0,8.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,29,Canada,Bachelors,Other,Friday,53000.0
62a36b6c24a26260273882a2,10-06-2022,12:03:00,100.0,Data Analyst,True,0-40k,Education,Python,1.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,28,Nigeria,Masters,Black or African American,Friday,20000.0
62a36b862e54c9003e5383c6,10-06-2022,12:04:00,141.0,IT,False,86k-105k,Other,Other,5.0,2.0,0.0,2.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,United Kingdom,Bachelors,White or Caucasian,Friday,95500.0
62a36d12f8d5efcc22f82cd8,10-06-2022,12:10:00,178.0,Student/Looking/None,False,0-40k,Tech,Python,0.0,4.0,7.0,6.0,7.0,8.0,Easy,Other,Male,24,Belgium,Masters,White or Caucasian,Friday,20000.0
62a36d3124a262602738862c,10-06-2022,12:11:00,143.0,Data Analyst,True,0-40k,Telecommunication,Python,5.0,8.0,8.0,9.0,7.0,9.0,Very Easy,Better Salary,Male,26,Iraq,Bachelors,Other,Friday,20000.0
62a36e470a77c1a77f662470,10-06-2022,12:16:00,81.0,Data Analyst,False,125k-150k,Tech,Python,10.0,5.0,10.0,10.0,6.0,10.0,Difficult,Good Work/Life Balance,Male,28,United States,Bachelors,Hispanic or Latino,Friday,137500.0
62a36e7024a262602738890a,10-06-2022,12:16:00,59.0,Student/Looking/None,False,0-40k,Education,R,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,25,Germany,Masters,White or Caucasian,Friday,20000.0
62a36fe67dc029e2d66c5303,10-06-2022,12:23:00,172.0,Data Analyst,True,0-40k,Tech,Python,1.0,4.0,9.0,7.0,8.0,10.0,Easy,Better Salary,Male,33,Colombia,Bachelors,Hispanic or Latino,Friday,20000.0
62a3701f575fa3a5ae89164e,10-06-2022,12:23:00,61.0,Data Analyst,True,66k-85k,Finance,Python,4.0,4.0,6.0,3.0,4.0,0.0,Neither easy nor difficult,Remote Work,Male,30,Ireland,Masters,White or Caucasian,Friday,75500.0
62a370635d257a28a30de5eb,10-06-2022,12:25:00,171.0,Data Analyst,True,0-40k,Finance,Python,1.0,1.0,1.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,35,India,Bachelors,Other,Friday,20000.0
62a37128d8c00e9f541a39dd,10-06-2022,12:28:00,117.0,Data Analyst,False,0-40k,Automotive,Other,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,Better Salary,Male,25,Romania,Bachelors,White or Caucasian,Friday,20000.0
62a3715124a2626027388f02,10-06-2022,12:29:00,81.0,Data Analyst,False,0-40k,Real Estate,Python,4.0,7.0,9.0,5.0,2.0,8.0,Easy,Better Salary,Male,23,Spain,Bachelors,White or Caucasian,Friday,20000.0
62a37222cf2555431730732d,10-06-2022,12:32:00,130.0,Data Engineer,False,0-40k,Healthcare,Python,6.0,6.0,6.0,5.0,4.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,Mexico,Bachelors,Hispanic or Latino,Friday,20000.0
62a373efbc6861bf3177360b,10-06-2022,12:40:00,160.0,Data Analyst,True,150k-225k,Education,Other,8.0,9.0,9.0,7.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Black or African American,Friday,187500.0
62a3759e5d257a28a30def3a,10-06-2022,12:47:00,84.0,Data Analyst,True,66k-85k,Other,Python,4.0,10.0,10.0,8.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,32,United States,Bachelors,Asian or Asian American,Friday,75500.0
62a3777624a262602738997e,10-06-2022,12:55:00,115.0,Data Analyst,True,41k-65k,Tech,Python,3.0,5.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,50,Canada,Bachelors,White or Caucasian,Friday,53000.0
62a377987dc029e2d66c638d,10-06-2022,12:55:00,85.0,Data Architect,True,66k-85k,Other,Python,7.0,7.0,8.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,29,United States,High School,White or Caucasian,Friday,75500.0
62a377f424a2626027389af3,10-06-2022,12:57:00,234.0,Data Analyst,True,0-40k,Telecommunication,R,2.0,8.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,Peru,Bachelors,Hispanic or Latino,Friday,20000.0
62a3784c0f8c8599d5af8fbc,10-06-2022,12:58:00,114.0,Other,False,0-40k,Other,R,1.0,7.0,7.0,1.0,4.0,10.0,Neither easy nor difficult,Better Salary,Male,23,United States,Associates,White or Caucasian,Friday,20000.0
62a37a43d8c00e9f541a4a7c,10-06-2022,13:07:00,214.0,Data Analyst,True,0-40k,Finance,Python,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,Better Salary,Male,31,Nigeria,Bachelors,Black or African American,Friday,20000.0
62a37a7818134ddc75cf0d4c,10-06-2022,13:08:00,87.0,Data Analyst,False,0-40k,Healthcare,Python,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,Better Salary,Male,22,Philippines,Bachelors,Other,Friday,20000.0
62a37aa1cf255543173081e5,10-06-2022,13:08:00,111.0,Data Analyst,False,66k-85k,Finance,Python,3.0,5.0,5.0,5.0,3.0,3.0,Very Difficult,Better Salary,Male,29,United States,Masters,Hispanic or Latino,Friday,75500.0
62a37ad924a2626027389f8a,10-06-2022,13:09:00,124.0,Data Scientist,True,0-40k,Tech,Python,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,Good Culture,Male,23,Malaysia,Bachelors,Other,Friday,20000.0
62a37b7db4da29969c636123,10-06-2022,13:12:00,85.0,Student/Looking/None,False,0-40k,Other,Other,0.0,0.0,1.0,1.0,0.0,1.0,Neither easy nor difficult,Remote Work,Female,24,United States,High School,Hispanic or Latino,Friday,20000.0
